run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR594336	SAMEA2621277	ERX552252	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594336/ERR594336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594336/ERR594336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594336/ANB_ACQIOSF_8_1_C08PCACXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594336/ANB_ACQIOSF_8_2_C08PCACXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594336	
ERR594339	SAMEA2622822	ERX552287	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594339/ERR594339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594339/ERR594339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594339/ANB_AEAIOSF_3_1_C0UVEACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594339/ANB_AEAIOSF_3_2_C0UVEACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594339	
ERR594342	SAMEA2622842	ERX552256	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594342/ERR594342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594342/ERR594342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594342/ANB_ADXIOSF_2_1_C0UVEACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594342/ANB_ADXIOSF_2_2_C0UVEACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594342	
ERR594344	SAMEA2622821	ERX552292	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594344/ERR594344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594344/ERR594344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594344/ANB_ADTIOSF_1_1_C0UVEACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594344/ANB_ADTIOSF_1_2_C0UVEACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594344	
ERR594345	SAMEA2619974	ERX552299	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594345/ERR594345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594345/ERR594345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594345/ANB_ABHIOSF_7_1_C077RACXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594345/ANB_ABHIOSF_7_2_C077RACXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594345	
ERR594347	SAMEA2622716	ERX552262	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594347/ERR594347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594347/ERR594347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594347/ANB_ADGIOSF_6_1_C0V08ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594347/ANB_ADGIOSF_6_2_C0V08ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594347	
ERR594348	SAMEA2621045	ERX552258	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594348/ERR594348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594348/ERR594348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594348/ANB_ABVIOSF_5_1_C06Y9ACXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594348/ANB_ABVIOSF_5_2_C06Y9ACXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594348	
ERR594349	SAMEA2621075	ERX552255	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594349/ERR594349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594349/ERR594349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594349/ANB_ACDIOSF_5_1_D0EFNACXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594349/ANB_ACDIOSF_5_2_D0EFNACXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594349	
ERR164413	SAMEA2619464	ERX140302	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164413/ERR164413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164413/ANB_COTM_GD729AL02.RLMID11.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164413	
ERR164415	SAMEA2620066	ERX140287	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164415/ERR164415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164415/ANB_AAGIOTM_GR7HPXN01.RLMID3.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164415	
ERR164417	SAMEA2619808	ERX140296	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164417/ERR164417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164417/ANB_AANIOTM_GS21IZ401.RLMID9.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164417	
ERR164418	SAMEA2620005	ERX140288	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164418/ERR164418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164418/ANB_AAEIOTM_GPQYFRW01.RLMID1.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164418	
ERR164419	SAMEA2619936	ERX140303	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164419/ERR164419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164419/ANB_AAIIOTM_GP5UCMA01.RLMID5.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164419	
ERR164421	SAMEA2591057	ERX140294	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164421/ERR164421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164421/ANB_DOTM_GID30WG02.RLMID12.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164421	
ERR164423	SAMEA2620373	ERX140298	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164423/ERR164423.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164423/ANB_AALIOTM_GSEXGM101.RLMID7.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164423	
ERR164426	SAMEA2620040	ERX140290	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164426/ERR164426.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164426/ANB_AAFIOTM_GQ6H7PT01.RLMID2.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164426	
ERR315857	SAMEA2591057	ERX289005	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315857/ERR315857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315857/ERR315857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315857/ANB_DOSE_6_1_81DHUABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315857/ANB_DOSE_6_2_81DHUABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315857	
ERR164410	SAMEA2591074	ERX140289	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164410/ERR164410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164410/ANB_AAXIOTM_GRCB3II02.RLMID10.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164410	
ERR164411	SAMEA2620286	ERX140297	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164411/ERR164411.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164411/ANB_AAKIOTM_GRO00XQ01.RLMID6.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164411	
ERR164420	SAMEA2619388	ERX140295	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164420/ERR164420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164420/ANB_BOTM_GD729AL02.RLMID10.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164420	
ERR164422	SAMEA2591074	ERX140301	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164422/ERR164422.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164422/ANB_AAXIOTM_GRM5COS01.RLMID10.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164422	
ERR315856	SAMEA2591074	ERX289004	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315856/ERR315856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315856/ERR315856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315856/ANB_AAXIOSE_8_1_81DFCABXX.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315856/ANB_AAXIOSE_8_2_81DFCABXX.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315856	
ERR594285	SAMEA2622799	ERX552269	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594285/ERR594285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594285/ERR594285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594285/ANB_ADLIOSF_2_1_D1122ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594285/ANB_ADLIOSF_2_2_D1122ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594285	
ERR594290	SAMEA2619974	ERX552294	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594290/ERR594290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594290/ERR594290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594290/ANB_ABHIOSF_1_1_C0D1JACXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594290/ANB_ABHIOSF_1_2_C0D1JACXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594290	
ERR594296	SAMEA2622765	ERX552257	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594296/ERR594296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594296/ANB_ADRIOSF_8_1_C0V08ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594296/ANB_ADRIOSF_8_2_C0V08ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594296	
ERR594298	SAMEA2621222	ERX552282	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594298/ERR594298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594298/ANB_ACHIOSF_5_1_C0BW0ACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594298/ANB_ACHIOSF_5_2_C0BW0ACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594298	
ERR594301	SAMEA2622696	ERX552275	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594301/ERR594301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594301/ANB_ADAIOSF_1_1_C0V08ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594301/ANB_ADAIOSF_1_2_C0V08ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594301	
ERR594310	SAMEA2621203	ERX552296	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594310/ERR594310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594310/ERR594310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594310/ANB_ACKIOSF_3_1_C08PCACXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594310/ANB_ACKIOSF_3_2_C08PCACXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594310	
ERR594311	SAMEA2622764	ERX552241	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594311/ERR594311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594311/ERR594311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594311/ANB_ADPIOSF_6_1_D1122ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594311/ANB_ADPIOSF_6_2_D1122ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594311	
ERR594312	SAMEA2620039	ERX552273	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594312/ERR594312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594312/ERR594312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594312/ANB_ABIIOSF_2_1_C077RACXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594312/ANB_ABIIOSF_2_2_C077RACXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594312	
ERR594314	SAMEA2620413	ERX552245	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594314/ERR594314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594314/ERR594314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594314/ANB_ABLIOSF_3_1_C077RACXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594314/ANB_ABLIOSF_3_2_C077RACXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594314	
ERR594315	SAMEA2619548	ERX552291	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594315/ERR594315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594315/ERR594315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594315/ANB_ABBIOSF_3_1_D074KACXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594315/ANB_ABBIOSF_3_2_D074KACXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594315	
ERR594319	SAMEA2622738	ERX552268	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594319/ERR594319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594319/ERR594319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594319/ANB_ADFIOSF_5_1_C0V08ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594319/ANB_ADFIOSF_5_2_C0V08ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594319	
ERR594322	SAMEA2622678	ERX552293	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594322/ERR594322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594322/ERR594322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594322/ANB_ADKIOSF_7_1_C0V08ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594322/ANB_ADKIOSF_7_2_C0V08ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594322	
ERR594323	SAMEA2622823	ERX552276	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594323/ERR594323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594323/ERR594323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594323/ANB_AECIOSF_5_1_C0UVEACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594323/ANB_AECIOSF_5_2_C0UVEACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594323	
ERR594327	SAMEA2620065	ERX552289	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594327/ERR594327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594327/ERR594327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594327/ANB_ABFIOSF_4_1_D074KACXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594327/ANB_ABFIOSF_4_2_D074KACXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594327	
ERR594329	SAMEA2619548	ERX552303	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594329/ERR594329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594329/ERR594329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594329/ANB_ABBIOSF_1_1_C120YACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594329/ANB_ABBIOSF_1_2_C120YACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594329	
ERR594330	SAMEA2620004	ERX552267	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594330/ERR594330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594330/ERR594330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594330/ANB_ABEIOSF_4_1_D074KACXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594330/ANB_ABEIOSF_4_2_D074KACXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594330	
ERR594332	SAMEA2621260	ERX552254	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594332/ERR594332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594332/ERR594332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594332/ANB_ACLIOSF_4_1_C08PCACXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594332/ANB_ACLIOSF_4_2_C08PCACXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594332	
ERR594340	SAMEA2621259	ERX552274	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594340/ERR594340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594340/ERR594340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594340/ANB_ACPIOSF_7_1_C08PCACXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594340/ANB_ACPIOSF_7_2_C08PCACXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594340	
ERR594341	SAMEA2622841	ERX552285	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594341/ERR594341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594341/ERR594341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594341/ANB_ADSIOSF_1_1_C0UVEACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594341/ANB_ADSIOSF_1_2_C0UVEACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594341	
ERR164412	SAMEA2620107	ERX140293	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164412/ERR164412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164412/ANB_AAHIOTM_GSC429O01.RLMID4.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164412	
ERR164414	SAMEA2619936	ERX140300	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164414/ERR164414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164414/ANB_AAIIOTM_GP1RK7S03.RLMID5.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164414	
ERR164416	SAMEA2591057	ERX140291	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164416/ERR164416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164416/ANB_DOTM_GD729AL02.RLMID12.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164416	
ERR164424	SAMEA2619371	ERX140299	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164424/ERR164424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164424/ANB_AOTM_GD729AL02.RLMID9.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164424	
ERR164425	SAMEA2620428	ERX140292	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164425/ERR164425.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164425/ANB_AAMIOTM_GSDE4UF02.RLMID8.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164425	
ERR594288	SAMEA2619531	ERX552288	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594288/ERR594288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594288/ERR594288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594288/ANB_ABAIOSF_7_1_D172HACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594288/ANB_ABAIOSF_7_2_D172HACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594288	
ERR594292	SAMEA2622656	ERX552250	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594292/ERR594292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594292/ERR594292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594292/ANB_ACVIOSF_3_1_D1122ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594292/ANB_ACVIOSF_3_2_D1122ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594292	
ERR594293	SAMEA2622736	ERX552280	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594293/ERR594293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594293/ERR594293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594293/ANB_ADBIOSF_2_1_C0V08ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594293/ANB_ADBIOSF_2_2_C0V08ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594293	
ERR594299	SAMEA2621099	ERX552290	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594299/ERR594299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594299/ERR594299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594299/ANB_ACEIOSF_1_1_C077RACXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594299/ANB_ACEIOSF_1_2_C077RACXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594299	
ERR594300	SAMEA2622843	ERX552249	PRJEB1788	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594300/ERR594300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594300/ANB_AEBIOSF_4_1_C0UVEACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR594/ERR594300/ANB_AEBIOSF_4_2_C0UVEACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR594/ERR594300	
