tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	biosample_acc_num	ena_acc_num	tara_station	env_ontology	latitude	longitude	date_time	size_low_thresh	size_high_thresh	ocean_id	longhurst_code	longhurst_biome	bathy_depth	dist_to_coastline	depth	depth_min	depth_max	temperature	salinity	density	chl_a	dO2	DIN	NO2	FeT	PO4	SiO2
TARA_R100000656	ERS492399	SAMEA2622517	ERR599368	ERX556331	PRJEB4419	SAMEA2622517	ERS492399	TARA_111	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	-16.932	-100.662	2011-05-31	<0.22	0.22	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3887	2428.403950841697	350	346	355	10.69894	34.7072	26.609085	0.015423	4.7047	7.843671242	0.043491448	3.007e-6	2.1191325187683105	21.023128509521484
TARA_R100000656	ERS492399	SAMEA2622517	ERR2752160	ERX2765206	PRJEB4419	SAMEA2622517	ERS492399	TARA_111	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	-16.932	-100.662	2011-05-31	<0.22	0.22	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3887	2428.403950841697	350	346	355	10.69894	34.7072	26.609085	0.015423	4.7047	7.843671242	0.043491448	3.007e-6	2.1191325187683105	21.023128509521484
TARA_B100000586	ERS492381	SAMEA2622499	ERR599086	ERX556070	PRJEB1787	SAMEA2622499	ERS492381	TARA_111	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	-16.932	-100.662	2011-05-31	0.22	3	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3887	2428.403950841697	350	346	355	10.69894	34.7072	26.609085	0.015423	4.7047	7.843671242	0.043491448	3.007e-6	2.1191325187683105	21.023128509521484
TARA_N000001874	ERS492428	SAMEA2622538	ERR1726535	ERX1796769	PRJEB4352	SAMEA2622538	ERS492428	TARA_112	[SRF] surface water layer (ENVO:00010504)	-23.22	-129.578	2011-06-15	5	20	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	5	3	7	24.26287	36.43917	24.65312	0.055382	201.6702	0.02525	0.0075	1.57501e-4	0.14225	0.7425
TARA_N000001882	ERS492437	SAMEA2731973	ERR1726694	ERX1796525	PRJEB4352	SAMEA2731973	ERS492437	TARA_112	[SRF] surface water layer (ENVO:00010504)	-23.22	-129.578	2011-06-15	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	5	3	7	24.26287	36.43917	24.65312	0.055382	201.6702	0.02525	0.0075	1.57501e-4	0.14225	0.7425
TARA_N000001878	ERS492494	SAMEA2731613	ERR1726834	ERX1796857	PRJEB4352	SAMEA2731613	ERS492494	TARA_112	[SRF] surface water layer (ENVO:00010504)	-23.22	-129.578	2011-06-15	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	5	3	7	24.36001	36.45545	24.63647	0.0643	201.1453	0.02525	0.0075	1.57501e-4	0.14225	0.7425
TARA_N000001870	ERS492426	SAMEA2622536	ERR868501	ERX947963	PRJEB4352	SAMEA2622536	ERS492426	TARA_112	[SRF] surface water layer (ENVO:00010504)	-23.22	-129.578	2011-06-15	0.8	5	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	5	3	7	24.26287	36.43917	24.65312	0.055382	201.6702	0.02525	0.0075	1.57501e-4	0.14225	0.7425
TARA_B100000941	ERS492408	SAMEA2622518	ERR598954	ERX555919	PRJEB1787	SAMEA2622518	ERS492408	TARA_112	[SRF] surface water layer (ENVO:00010504)	-23.22	-129.578	2011-06-15	0.22	3	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	5	3	7	24.26287	36.43917	24.65312	0.055382	201.6702	0.02525	0.0075	1.57501e-4	0.14225	0.7425
TARA_N000001872	ERS492461	SAMEA2622561	ERR868432	ERX948086	PRJEB4352	SAMEA2622561	ERS492461	TARA_112	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	-23.22	-129.578	2011-06-15	0.8	5	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	155	151	160	21.94937	35.90434	24.927695	0.145434	206.4346	0.04175	0.014	1.57501e-4	0.1145	0.6935
TARA_B100000945	ERS492445	SAMEA2622545	ERR598957	ERX555966	PRJEB1787	SAMEA2622545	ERS492445	TARA_112	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	-23.22	-129.578	2011-06-15	0.22	3	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	155	151	160	21.94937	35.90434	24.927695	0.145434	206.4346	0.04175	0.014	1.57501e-4	0.1145	0.6935
TARA_N000001884	ERS492441	SAMEA2732026	ERR1726778	ERX1796581	PRJEB4352	SAMEA2732026	ERS492441	TARA_112	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	-23.22	-129.578	2011-06-15	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	165	163	167	21.65917	35.90061	25.00894	0.136066	205.16335	0.0535	0.0255	1.57501e-4	0.115	0.6795
TARA_N000001880	ERS492498	SAMEA2731477	ERR1726977	ERX1796955	PRJEB4352	SAMEA2731477	ERS492498	TARA_112	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	-23.22	-129.578	2011-06-15	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	170	168	172	21.405295	35.833775	25.026975	0.133342	206.1212	0.05825	0.02875	1.57501e-4	0.1175	0.6895
TARA_N000001846	ERS492487	SAMEA2622584	ERR868365	ERX948001	PRJEB4352	SAMEA2622584	ERS492487	TARA_112	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	-23.22	-129.578	2011-06-15	0.8	3	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	696	691	700	5.749106	34.306075	27.043012	0	200.470625	0.022861806	0.017828043	1.57501e-4	1.935985803604126	18.994983673095703
TARA_B100000949	ERS492471	SAMEA2622568	ERR599072	ERX555993	PRJEB1787	SAMEA2622568	ERS492471	TARA_112	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	-23.22	-129.578	2011-06-15	0.22	3	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	3391	5158.541925092905	696	691	700	5.749106	34.306075	27.043012	0	200.470625	0.022861806	0.017828043	1.57501e-4	1.935985803604126	18.994983673095703
TARA_N000001896	ERS492516	SAMEA2622605	ERR868405	ERX948065	PRJEB4352	SAMEA2622605	ERS492516	TARA_113	[SRF] surface water layer (ENVO:00010504)	-23.114	-134.92	2011-06-19	0.8	5	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	33	4696.174783737726	5	3	7	23.791125	36.51495	24.851175	0.1251	202.996	-0.51689	0.019451891	1.34219e-4	0.19559796154499057	0.00536672724410891
TARA_N000001902	ERS492534	SAMEA2731573	ERR1726586	ERX1796821	PRJEB4352	SAMEA2731573	ERS492534	TARA_113	[SRF] surface water layer (ENVO:00010504)	-23.114	-134.92	2011-06-19	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	33	4696.174783737726	5	3	7	23.791125	36.51495	24.851175	0.1251	202.996	-0.51689	0.019451891	1.34219e-4	0.19559796154499057	0.00536672724410891
TARA_N000001900	ERS492528	SAMEA2731517	ERR1726615	ERX1796726	PRJEB4352	SAMEA2731517	ERS492528	TARA_113	[SRF] surface water layer (ENVO:00010504)	-23.114	-134.92	2011-06-19	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	33	4696.174783737726	5	3	7	23.791125	36.51495	24.851175	0.1251	202.996	-0.51689	0.019451891	1.34219e-4	0.19559796154499057	0.00536672724410891
TARA_N000001894	ERS492514	SAMEA2622603	ERR4691715	ERX4612824	PRJEB4352	SAMEA2622603	ERS492514	TARA_113	[SRF] surface water layer (ENVO:00010504)	-23.114	-134.92	2011-06-19	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	33	4696.174783737726	5	3	7	23.791125	36.51495	24.851175	0.1251	202.996	-0.51689	0.019451891	1.34219e-4	0.19559796154499057	0.00536672724410891
TARA_N000001904	ERS492538	SAMEA2731617	ERR1726605	ERX1796623	PRJEB4352	SAMEA2731617	ERS492538	TARA_114	[SRF] surface water layer (ENVO:00010504)	-23.13	-134.912	2011-06-26	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	15	4695.951129283917	5	3	7	24.0531	36.4937	24.75735	0.102986	199.6775	0.01725	0.00925	1.37987e-4	0.1815	0.73825
TARA_N000001905	ERS492539	SAMEA2731618	ERR1726685	ERX1796810	PRJEB4352	SAMEA2731618	ERS492539	TARA_114	[SRF] surface water layer (ENVO:00010504)	-23.13	-134.912	2011-06-26	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	15	4695.951129283917	5	3	7	24.0531	36.4937	24.75735	0.102986	199.6775	0.01725	0.00925	1.37987e-4	0.1815	0.73825
TARA_N000001906	ERS492548	SAMEA2622614	ERR4691716	ERX4612825	PRJEB4352	SAMEA2622614	ERS492548	TARA_114	[SRF] surface water layer (ENVO:00010504)	-23.13	-134.912	2011-06-26	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	15	4695.951129283917	5	3	7	24.0531	36.4937	24.75735	0.102986	199.6775	0.01725	0.00925	1.37987e-4	0.1815	0.73825
TARA_N000001915	ERS492561	SAMEA2731525	ERR1726620	ERX1796568	PRJEB4352	SAMEA2731525	ERS492561	TARA_115	[SRF] surface water layer (ENVO:00010504)	-23.216	-134.931	2011-06-28	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.335316663683	5	3	7	24.190062	36.499013	24.72015	0.116845	198.253	0.094375	0.0255	1.37988e-4	0.191	0.7095
TARA_N000001912	ERS492553	SAMEA2622619	ERR4691717	ERX4612826	PRJEB4352	SAMEA2622619	ERS492553	TARA_115	[SRF] surface water layer (ENVO:00010504)	-23.216	-134.931	2011-06-28	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.335316663683	5	3	7	24.144408	36.497242	24.73255	0.112226	198.727833	0.068667	0.017375	1.37988e-4	0.187833	0.719083
TARA_N000001914	ERS492560	SAMEA2731524	ERR1726592	ERX1796597	PRJEB4352	SAMEA2731524	ERS492560	TARA_115	[SRF] surface water layer (ENVO:00010504)	-23.216	-134.931	2011-06-28	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.335316663683	5	3	7	24.144408	36.497242	24.73255	0.112226	198.727833	0.068667	0.017375	1.37988e-4	0.187833	0.719083
TARA_N000001910	ERS492572	SAMEA2731626	ERR1726857	ERX1796625	PRJEB4352	SAMEA2731626	ERS492572	TARA_116	[SRF] surface water layer (ENVO:00010504)	-23.217	-134.931	2011-06-30	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.277771402098	5	3	7	23.990306	36.483619	24.768125	0.149364	197.846625	0.139	0.0295	1.3827e-4	0.20025	0.729625
TARA_N000001908	ERS492566	SAMEA2622624	ERR4691720	ERX4612829	PRJEB4352	SAMEA2622624	ERS492566	TARA_116	[SRF] surface water layer (ENVO:00010504)	-23.217	-134.931	2011-06-30	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.277771402098	5	3	7	23.990306	36.483619	24.768125	0.149364	197.846625	0.139	0.0295	1.3827e-4	0.20025	0.729625
TARA_N000001911	ERS492573	SAMEA2731658	ERR1726664	ERX1796891	PRJEB4352	SAMEA2731658	ERS492573	TARA_116	[SRF] surface water layer (ENVO:00010504)	-23.217	-134.931	2011-06-30	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.277771402098	5	3	7	23.990306	36.483619	24.768125	0.149364	197.846625	0.139	0.0295	1.3827e-4	0.20025	0.729625
TARA_N000001911	ERS492573	SAMEA2731658	ERR1726931	ERX1796579	PRJEB4352	SAMEA2731658	ERS492573	TARA_116	[SRF] surface water layer (ENVO:00010504)	-23.217	-134.931	2011-06-30	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	26	4689.277771402098	5	3	7	23.990306	36.483619	24.768125	0.149364	197.846625	0.139	0.0295	1.3827e-4	0.20025	0.729625
TARA_N000001919	ERS492585	SAMEA2731721	ERR1726600	ERX1796694	PRJEB4352	SAMEA2731721	ERS492585	TARA_117	[SRF] surface water layer (ENVO:00010504)	-23.129	-135.016	2011-07-01	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	11	4686.9172667329085	5	3	7	23.94915	36.477125	24.77545	0.15065	197.716167	0.155167	0.0295	1.40383e-4	0.19875	0.733333
TARA_N000001918	ERS492584	SAMEA2731720	ERR1726785	ERX1796506	PRJEB4352	SAMEA2731720	ERS492584	TARA_117	[SRF] surface water layer (ENVO:00010504)	-23.129	-135.016	2011-07-01	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	11	4686.9172667329085	5	3	7	23.94915	36.477125	24.77545	0.15065	197.716167	0.155167	0.0295	1.40383e-4	0.19875	0.733333
TARA_N000001916	ERS492582	SAMEA2622628	ERR4691721	ERX4612830	PRJEB4352	SAMEA2622628	ERS492582	TARA_117	[SRF] surface water layer (ENVO:00010504)	-23.129	-135.016	2011-07-01	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	11	4686.9172667329085	5	3	7	23.94915	36.477125	24.77545	0.15065	197.716167	0.155167	0.0295	1.40383e-4	0.19875	0.733333
TARA_N000001923	ERS492598	SAMEA2731578	ERR1726741	ERX1796794	PRJEB4352	SAMEA2731578	ERS492598	TARA_118	[SRF] surface water layer (ENVO:00010504)	-23.129	-135.009	2011-07-01	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	29	4687.529155240932	5	3	7	23.94915	36.477125	24.77545	0.15065	197.716167	0.155167	0.0295	1.40383e-4	0.19875	0.733333
TARA_N000001920	ERS492590	SAMEA2622632	ERR4691722	ERX4612831	PRJEB4352	SAMEA2622632	ERS492590	TARA_118	[SRF] surface water layer (ENVO:00010504)	-23.129	-135.009	2011-07-01	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	29	4687.529155240932	5	3	7	23.94915	36.477125	24.77545	0.15065	197.716167	0.155167	0.0295	1.40383e-4	0.19875	0.733333
TARA_N000001922	ERS492597	SAMEA2731531	ERR1726544	ERX1796746	PRJEB4352	SAMEA2731531	ERS492597	TARA_118	[SRF] surface water layer (ENVO:00010504)	-23.129	-135.009	2011-07-01	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	29	4687.529155240932	5	3	7	23.94915	36.477125	24.77545	0.15065	197.716167	0.155167	0.0295	1.40383e-4	0.19875	0.733333
TARA_N000001927	ERS492610	SAMEA2731665	ERR4691824	ERX4612933	PRJEB4352	SAMEA2731665	ERS492610	TARA_119	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001926	ERS492609	SAMEA2731664	ERR4691823	ERX4612932	PRJEB4352	SAMEA2731664	ERS492609	TARA_119	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001924	ERS492603	SAMEA2622637	ERR4691825	ERX4612934	PRJEB4352	SAMEA2622637	ERS492603	TARA_119	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001929	ERS492622	SAMEA2622642	ERR4691864	ERX4612973	PRJEB4352	SAMEA2622642	ERS492622	TARA_120	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001930	ERS492617	SAMEA2731702	ERR4691793	ERX4612902	PRJEB4352	SAMEA2731702	ERS492617	TARA_120	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001931	ERS492618	SAMEA2731724	ERR4691794	ERX4612903	PRJEB4352	SAMEA2731724	ERS492618	TARA_120	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001929	ERS492622	SAMEA2622642	ERR4691863	ERX4612972	PRJEB4352	SAMEA2622642	ERS492622	TARA_120	[SRF] surface water layer (ENVO:00010504)	-23.012	-134.912	2011-07-06	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	80	4702.76782427011	5	3	7	23.6621	36.517275	24.891237	0.062791	206.474875	0.121875	0.0235	1.40491e-4	0.176125	0.69175
TARA_N000001934	ERS492634	SAMEA2731582	ERR4691826	ERX4612935	PRJEB4352	SAMEA2731582	ERS492634	TARA_121	[SRF] surface water layer (ENVO:00010504)	-23.05	-134.959	2011-07-09	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	107	4696.462231197221	5	3	7	24.232737	36.4614	24.67895	0.016279	201.681	0.04675	0.005	1.43514e-4	0.169	0.714
TARA_N000001932	ERS492628	SAMEA2622646	ERR4691828	ERX4612937	PRJEB4352	SAMEA2622646	ERS492628	TARA_121	[SRF] surface water layer (ENVO:00010504)	-23.05	-134.959	2011-07-09	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	107	4696.462231197221	5	3	7	24.232737	36.4614	24.67895	0.016279	201.681	0.04675	0.005	1.43514e-4	0.169	0.714
TARA_N000001935	ERS492635	SAMEA2731583	ERR4691827	ERX4612936	PRJEB4352	SAMEA2731583	ERS492635	TARA_121	[SRF] surface water layer (ENVO:00010504)	-23.05	-134.959	2011-07-09	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	107	4696.462231197221	5	3	7	24.232737	36.4614	24.67895	0.016279	201.681	0.04675	0.005	1.43514e-4	0.169	0.714
TARA_N000001942	ERS492658	SAMEA2657010	ERR1726883	ERX1796700	PRJEB4352	SAMEA2657010	ERS492658	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001938	ERS492651	SAMEA2622661	ERR868513	ERX948010	PRJEB4352	SAMEA2622661	ERS492651	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	0.8	5	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001942	ERS492658	SAMEA2657010	ERR1726891	ERX1796855	PRJEB4352	SAMEA2657010	ERS492658	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	180	2000	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001941	ERS492662	SAMEA2657094	ERR1726927	ERX1796854	PRJEB4352	SAMEA2657094	ERS492662	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001938	ERS492651	SAMEA2622661	ERR868475	ERX948080	PRJEB4352	SAMEA2622661	ERS492651	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	0.8	5	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001937	ERS492650	SAMEA2622660	ERR1726556	ERX1796912	PRJEB4352	SAMEA2622660	ERS492650	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001937	ERS492650	SAMEA2622660	ERR1726667	ERX1796638	PRJEB4352	SAMEA2622660	ERS492650	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	0.8	>0.8	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001943	ERS492669	SAMEA2657070	ERR1726688	ERX1796805	PRJEB4352	SAMEA2657070	ERS492669	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	5	20	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001941	ERS492662	SAMEA2657094	ERR1726932	ERX1796544	PRJEB4352	SAMEA2657094	ERS492662	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	20	180	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_N000001943	ERS492669	SAMEA2657070	ERR1726938	ERX1796690	PRJEB4352	SAMEA2657070	ERS492669	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	5	20	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
TARA_Y100001980	ERS492647	SAMEA2622657	ERR594307	ERX552264	PRJEB1788	SAMEA2622657	ERS492647	TARA_122	[SRF] surface water layer (ENVO:00010504)	-8.969	-139.338	2011-07-26	0.22	0.45	(SPO) South Pacific Ocean [MRGID:1910]	(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]	Trades Biome	2222	3581.625340745313	5	3	7	26.60467	35.37032	23.122935	0.177137	187.07695	5.456	0.11925	2.316e-6	0.56795	2.1905
